# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, HMP, HEP, IDA, IGI, ISO, IGC, NAS, HGI, IPI, IEP, ISA, RCA, IC, HDA
# associations retrieved on: 2021-09-21 13:58:58-04
# gofunc built on: 2018-02-21 10:04:34.764444-05
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 2018-02-02 $
#   downloaded on: 2018-02-14 09:47:34-05
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201512-termdb-tables.tar.gz
#   downloaded on: 2015-12-22 05:43:21-05
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2015-11-17 14:24:21.26681-05
#     synergizer db built from: Ensembl Genes 82 / Metazoa Mart / Plant Mart
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 6330
# number of attributes: 14778
# NOTE: these associations have been restricted to the genes included
# in the user-supplied gene space.
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
GO:0000002	mitochondrial genome maintenance	AKT3 OPA1
GO:0071840	cellular component organization or biogenesis	2300002M23RIK 2700049A03RIK A4GALT ABCA12 ABCB1A ABCB4 ABCC4 ABCD3 ABCG1 ABI1 ABI3BP ABL1 ABL2 ABLIM1 ABLIM2 ABR ACACB ACADM ACAT1 ACBD5 ACD ACIN1 ACPP ACSL3 ACTB ACTG1 ACTL6A ACTN1 ACTN4 ACTR2 ACTR3 ACTR6 ACTR8 ADAR ADD1 AEBP2 AFG3L2 AGAP3 AGK AGO2 AGO3 AGTPBP1 AHCTF1 AHR AIFM1 AKAP8 AKIP1 AKT1 AKT1S1 AKT2 AKT3 AKTIP ALKBH1 ALKBH7 ALMS1 ALS2 AMBRA1 AMFR ANK3 ANKFY1 ANKLE2 ANKRD27 ANKS4B ANO6 ANP32E ANXA2 ANXA5 ANXA6 ANXA7 AP1B1 AP1G1 AP1M1 AP2M1 AP3B1 AP3D1 APBA1 APBB1 APBB2 APC APEX1 APIP APLP2 APOO APOOL ARF1 ARF6 ARFGEF1 ARFGEF2 ARHGAP10 ARHGAP12 ARHGAP17 ARHGAP18 ARHGAP21 ARHGAP26 ARHGAP35 ARHGEF28 ARHGEF7 ARID1A ARID1B ARID2 ARID4A ARID4B ARL1 ARL13B ARL2 ARL3 ARL6 ARL6IP1 ARPC1B ARPC2 ARPC3 ARPC4 ARPC5L ASAP1 ASCC3 ASF1A ASF1B ASH1L ASH2L ASPM ASXL1 ASZ1 ATAD2 ATF1 ATF2 ATG101 ATG12 ATG14 ATG16L1 ATG3 ATG4B ATG5 ATG7 ATG9A ATL1 ATL2 ATL3 ATMIN ATP11C ATP13A2 ATP1B3 ATP2A2 ATP2C1 ATP2C2 ATP6V0D1 ATP6V1D ATP7A ATP8A2 ATPAF1 ATPAF2 ATR ATRX ATXN1L ATXN2 ATXN2L ATXN3 ATXN7 AUNIP AURKA AURKC AUTS2 AXIN1 AXIN2 B9D1 BABAM1 BAG4 BAG6 BAHD1 BAIAP2 BAIAP2L1 BAIAP2L2 BANP BAP1 BAZ1A BAZ1B BAZ2A BBIP1 BBS2 BBS4 BBS5 BBS7 BBS9 BCAR1 BCAS3 BCCIP BCL2L1 BCORL1 BCR BECN1 BET1 BICD2 BIK BIN2 BIN3 BIRC3 BIRC5 BLCAP BLM BLZF1 BMI1 BNC1 BNIP1 BNIP2 BNIP3 BNIP3L BOD1 BPTF BRAF BRCA1 BRCA2 BRCC3 BRD1 BRD2 BRD3 BRD4 BRD8 BRD9 BRDT BRF1 BRF2 BRIP1 BRIX1 BRK1 BRPF3 BRSK2 BRWD1 BRWD3 BSCL2 BSG BUB3 C1GALT1C1 C1QBP C2CD3 C2CD5 CABIN1 CACNB2 CADM1 CALR CAMK2G CAMKMT CAMSAP1 CAMSAP2 CAMSAP3 CAND1 CAPN10 CAPZA1 CAPZA2 CAPZB CASK CBX2 CBY1 CCDC114 CCDC120 CCDC155 CCDC47 CCDC88A CCDC88C CCNA2 CCNB1 CCNE1 CCNE2 CCNO CCP110 CCSER2 CCT2 CCT3 CCT8 CD177 CD2AP CD36 CD9 CDC20 CDC37 CDC42 CDC42BPA CDC42BPB CDC42EP2 CDC73 CDCA5 CDCA8 CDH1 CDH2 CDK1 CDK16 CDK5 CDK5RAP1 CDK5RAP2 CDT1 CECR2 CELF1 CELF2 CENPA CENPC1 CENPE CENPH CENPJ CENPN CENPO CENPP CENPV CENPW CEP120 CEP135 CEP162 CEP164 CEP192 CEP250 CEP290 CEP350 CEP41 CEP57 CEP63 CEP78 CEP83 CEP89 CETN2 CFAP20 CFAP53 CFL1 CFL2 CGN CGNL1 CHAF1A CHAMP1 CHCHD3 CHCHD6 CHD1 CHD1L CHD4 CHD5 CHD6 CHD7 CHD8 CHD9 CHEK1 CHGA CHMP1A CHMP2B CHMP3 CHMP5 CHMP7 CHP1 CIAO1 CIB1 CIRBP CISD2 CIT CKAP5 CKS2 CLASP1 CLASP2 CLCN3 CLIC4 CLINT1 CLIP1 CLN3 CLNS1A CLTA CLTC CLUAP1 CLUH CLVS2 CLYBL CNGA4 CNN1 CNN3 CNOT7 CNTLN CNTN1 CNTN2 CNTN4 CNTNAP1 CNTROB COA3 COBL COG3 COG4 COL25A1 COL4A1 COL4A3BP COPRS COPS8 COQ7 CORO1B CORO1C COX10 COX14 COX18 COX7A2L CPEB1 CPSF6 CRB1 CRB3 CREBBP CRIPT CRK CRNKL1 CRTC1 CSNK1A1 CSNK1D CTCF CTH CTNNA1 CTNNB1 CTR9 CTSD CTTN CTTNBP2 CUL3 CUL4B CUTA CXXC1 CYFIP1 CYFIP2 D1ERTD622E D230025D16RIK DAAM1 DAB1 DAB2 DAG1 DAP3 DAPK3 DAXX DAZL DCAF13 DCDC2A DCLK2 DCLRE1C DCTN1 DCTN6 DCTPP1 DDB1 DDB2 DDHD1 DDIT4 DDR1 DDR2 DDX1 DDX11 DDX17 DDX27 DDX28 DDX3X DDX4 DDX5 DDX51 DDX56 DEK DENND4C DENR DEPTOR DGKD DGKH DHFR DHX30 DHX9 DICER1 DISC1 DKC1 DLG1 DLG5 DMAP1 DMD DNA2 DNAAF5 DNAJA3 DNAJB6 DNAJC11 DNAJC13 DNAJC2 DNM1L DNM2 DNM3 DNMT1 DNMT3A DNMT3B DNMT3L DOCK1 DOCK7 DOT1L DPF3 DPP10 DPP6 DPPA3 DPY30 DPYSL3 DROSHA DST DSTN DUT DVL2 DYM DYNC1H1 DYNC2H1 DYNLL1 E2F4 E2F5 EBNA1BP2 ECT2 EEA1 EED EEF1A1 EFNA1 EFR3A EGFL6 EGFR EHD4 EHMT1 EIF2A EIF2D EIF3A EIF3D EIF4G1 EIF5 EIF6 ELAC2 ELF3 ELK4 ELP3 ELP4 EMC6 EMG1 EMP2 ENAH ENTPD1 ENY2 EP300 EP400 EPC1 EPC2 EPG5 EPHA4 EPS15 EPS8 ERAL1 ERCC2 ERG ERO1LB ESCO1 ESPL1 ESRRB ETF1 EVL EXOC4 EXOC5 EYA1 EYA3 EZH1 EZH2 FA2H FAM118B FAM161A FAM83D FAM92A FANCA FANCD2 FARP1 FARP2 FARSA FARSB FASTKD2 FASTKD3 FASTKD5 FAT1 FBF1 FBL FBP1 FBXO5 FBXO7 FBXW8 FCF1 FCHO1 FCHO2 FER FERMT2 FGD1 FGF8 FGFR1 FGFR1OP FGFR2 FHOD3 FIGNL1 FIS1 FKBP1A FLCN FLII FLNA FLNB FLOT1 FMN1 FMN2 FMNL2 FMNL3 FNBP1L FNDC3B FOPNL FOXC1 FRG1 FSD1 FTSJ3 FUNDC1 FYN G3BP2 GAA GAPDH GAR1 GAS2L3 GAS6 GAS8 GATA3 GATAD1 GBF1 GCC2 GCFC2 GCH1 GCLC GCLM GDAP1 GEMIN6 GEMIN7 GEMIN8 GFM2 GFPT1 GFRA1 GGCT GLI2 GLRX3 GMNN GNAI3 GNB1 GNPAT GNPTAB GOLGA2 GOLGA4 GOLGA5 GOLGA7 GOLM1 GOLPH3 GOLPH3L GORASP2 GPHN GPM6A GPR35 GPX3 GPX4 GRHL1 GRIP1 GTF2A2 GTF2B GTF2H5 GTF3A GTPBP10 GTPBP4 H1F0 H3F3A H3F3B HACE1 HAT1 HAUS3 HAUS4 HAUS5 HAUS6 HAUS8 HAX1 HCFC1 HDAC2 HDAC3 HDAC4 HDAC6 HDAC8 HELLS HERC1 HGS HHEX HIF1A HIGD2A HIP1R HJURP HMG20A HMG20B HMGB1 HMGB2 HMGCR HMGN1 HMGN5 HNRNPA2B1 HNRNPAB HNRNPU HOOK1 HOOK2 HOOK3 HP1BP3 HPRT HPS3 HPS5 HPS6 HSCB HSD17B12 HSF1 HSP90AA1 HSP90AB1 HSP90B1 HSPA4 HSPA8 HSPA9 HSPD1 HTRA2 HTT HUWE1 HYLS1 IFT122 IFT20 IFT43 IFT74 IFT80 IFT81 IGF1R IKBKB IKZF4 ILDR1 IMMT IMP3 IMP4 INA ING3 ING5 INO80 INO80B INPPL1 IPO4 IPO9 IQCB1 IQCG IQGAP2 IQGAP3 ISCU ITGA6 ITGA8 ITGB1 ITGB1BP1 ITGB3 ITGB4 IZUMO1R JADE2 JAGN1 JAK2 JARID2 JMJD6 JTB JUP KALRN KANSL1 KANSL2 KANSL3 KAT2A KAT5 KAT6A KAT6B KAT7 KAT8 KATNA1 KBTBD8 KCNH2 KCNMA1 KCTD10 KCTD13 KCTD3 KCTD5 KDM1A KDM1B KDM2A KDM2B KDM3B KDM4A KDM4B KDM5C KDM6A KDM6B KDM7A KHDC3 KHDRBS1 KIDINS220 KIF11 KIF14 KIF18A KIF20A KIF20B KIF22 KIF23 KIF24 KIF2A KIF2C KIF3A KIF4 KIF5B KIFC3 KIT KIZ KLC1 KLF7 KLHL1 KMT2B KMT2C KMT2D KNSTRN KPNB1 KRAS KRR1 L3MBTL2 L3MBTL3 LAMA1 LAMA5 LAMB1 LAMC2 LAMP2 LAMTOR1 LAMTOR5 LAPTM4B LARP4 LARS LATS1 LCP1 LDB1 LEF1 LEO1 LETM1 LIG3 LIG4 LIMD1 LIMS1 LLGL1 LMAN1 LMNA LNX2 LONP1 LONP2 LPCAT2 LPL LRP6 LRWD1 LSM14A LSM2 LSP1 LSR LYN LYST MACF1 MAD2L1 MAD2L2 MAEA MAEL MAGI2 MAN2A1 MAP1B MAP1LC3B MAP1S MAP2 MAP2K1 MAP4 MAP7 MAPK3 MAPK8 MARF1 MARK2 MARK4 MASTL MAT2A MAX MBD2 MBD3 MBIP MBTD1 MBTPS1 MCM2 MCM4 MCM6 MCM7 MCMBP MCOLN1 MCPH1 MCRS1 MCU MDM2 MDM4 ME1 MEAF6 MED1 MED24 MEI4 MFF MFN1 MFN2 MIA3 MICAL3 MICALL2 MICU1 MIER2 MIF MINK1 MIS18A MKLN1 MKS1 MMP2 MMS19 MOB2 MORF4L1 MORF4L2 MOS MPHOSPH10 MPP5 MRE11A MRPL10 MRPL12 MRPL57 MRPS12 MRPS16 MRPS17 MRPS18B MRPS2 MRPS21 MRPS25 MRRF MRTO4 MSH2 MSH3 MSH4 MSL1 MSL2 MSL3 MTA1 MTERF3 MTERF4 MTF2 MTFR2 MTIF3 MTMR2 MTO1 MTOR MTPN MTR MTSS1 MUC20 MUL1 MUSK MYBL1 MYBL2 MYCBP2 MYH10 MYH11 MYH9 MYL12A MYO16 MYO18A MYO1B MYO1C MYO1E MYO5A MYO5B MYO6 MYO9A MYO9B MYSM1 NAA40 NAA50 NAA60 NACC1 NACC2 NAP1L1 NAP1L4 NAPA NASP NAV1 NBR1 NCAPD2 NCAPD3 NCAPG NCAPG2 NCAPH NCAPH2 NCKAP1 NCKAP1L NCOA1 NCOA6 NCOR1 NDC1 NDC80 NDE1 NDEL1 NDUFA1 NDUFA10 NDUFA11 NDUFA13 NDUFA5 NDUFA8 NDUFAB1 NDUFAF4 NDUFAF7 NDUFB11 NDUFB2 NDUFB3 NDUFB4 NDUFB5 NDUFB6 NDUFB8 NDUFS1 NDUFS4 NEB NEDD1 NEDD4 NEFH NEK1 NEK2 NF1 NF2 NFS1 NFU1 NIN NIP7 NIPBL NLGN1 NLRC4 NLRP5 NME7 NOC2L NOC4L NOD2 NOLC1 NOP10 NOP14 NOP56 NOP58 NOTO NOXO1 NPC1 NPHP1 NPHP3 NPLOC4 NPM1 NPM2 NPTN NR2E1 NRAP NRF1 NRG1 NRP1 NSA2 NSD1 NSF NSFL1C NSMCE2 NSUN4 NUBP2 NUCKS1 NUDCD3 NUDT5 NUF2 NUMA1 NUMB NUP107 NUP153 NUP155 NUP205 NUP54 NUP62 NUP85 NUP93 NUP98 NUSAP1 NVL OAT OCRL ODF2 OFD1 OGT OLFM1 OMA1 OOEP OPA1 OPA3 OPHN1 OPTN OSBPL8 OXA1L P4HA1 PABPC1L PACS1 PACS2 PACSIN1 PACSIN2 PADI6 PAF1 PAFAH1B1 PAK1 PAK1IP1 PAK7 PALLD PANK2 PARD3 PARD6A PARD6B PARK7 PARP1 PATL1 PAX2 PBRM1 PCBD1 PCBD2 PCDH15 PCGF1 PCGF6 PCLO PCM1 PCNA PCNT PDCD10 PDCD4 PDCD6 PDCD6IP PDCL PDE4DIP PDLIM7 PDPK1 PDPN PDS5A PDS5B PDSS2 PDZD8 PDZK1 PDZRN3 PEAK1 PECAM1 PER1 PES1 PEX1 PEX11A PEX14 PEX19 PEX26 PEX3 PEX5 PEX7 PFDN1 PFKL PFN1 PHACTR4 PHB PHB2 PHC1 PHF1 PHF13 PHF19 PHF20 PHF8 PHIP PI4KA PIAS1 PIBF1 PICALM PID1 PIK3C3 PIKFYVE PINX1 PIP5K1C PITPNA PIWIL1 PKHD1 PKM PKN2 PKP4 PLD2 PLEKHA1 PLK1 PLK4 PLS1 PLXNA4 PLXNB1 PNP PNPLA2 PNPT1 POC1A POC1B POGZ POLE3 POLE4 POLRMT POM121 POMP POT1A POU4F1 PPARGC1B PPIA PPID PPIL2 PPM1D PPP1R12A PPP1R9B PPP2CA PPP2R1A PPP3R1 PPP5C PPT1 PRC1 PRDM6 PREB PRELID1 PREX1 PREX2 PRICKLE3 PRKAA1 PRKAA2 PRKAB1 PRKAG1 PRKAR1A PRKAR2A PRKCI PRKD1 PRKDC PRKG1 PRLR PRMT1 PRMT2 PRMT3 PRMT5 PRPF19 PRPF3 PRPF31 PRPF40A PRPF6 PRPF8 PRR5 PSEN1 PSIP1 PSMD10 PSMD11 PSMD5 PSMD9 PSME4 PSMG1 PSRC1 PSTPIP2 PTBP2 PTCD2 PTCD3 PTGES3 PTK2 PTMA PTPN11 PTPN23 PTPRF PTPRO PTTG1 PUM2 PXN PYGO1 PYGO2 RAB10 RAB11A RAB14 RAB18 RAB22A RAB23 RAB27A RAB2A RAB32 RAB35 RAB38 RAB3A RAB3B RAB3GAP1 RAB5C RAB7 RAB8A RAB8B RABL2 RAC1 RAC3 RACGAP1 RAD23B RAD50 RAD51 RAD51D RAD52 RAD54L RAF1 RALA RALBP1 RAMP3 RAN RANBP10 RAP1GDS1 RAPGEF2 RAPGEF6 RASA1 RB1 RB1CC1 RBBP4 RBBP5 RBBP7 RBFOX2 RBL1 RBL2 RBM14 RBPJ RC3H1 RCC1 RCC2 RCL1 RCOR1 RDX REEP2 RELN RER1 RERE REST RFX2 RHOA RHOT1 RHOT2 RICTOR RIF1 RIMS1 RIOK1 RIOK2 RIOK3 RIPK1 RNF165 RNF168 RNF2 RNF20 RNF213 RNF40 ROCK1 ROCK2 RPA1 RPA2 RPF1 RPGR RPGRIP1L RPL11 RPL14 RPL23 RPL24 RPL26 RPL35A RPL38 RPL5 RPL7 RPL7A RPLP0 RPS14 RPS15 RPS16 RPS17 RPS19 RPS2 RPS23 RPS24 RPS25 RPS28 RPS3 RPS6 RPS6KA5 RPS7 RRM1 RRM2 RRN3 RRP8 RSBN1 RSF1 RSL24D1 RTF1 RTN3 RTN4 RTN4R RTTN RUVBL1 RUVBL2 RYBP RYK SAMHD1 SAR1A SART3 SATB1 SBDS SBF2 SCAF11 SCARB1 SCIN SCLT1 SCMH1 SCML2 SCP2 SDCBP SDHAF4 SEC13 SEC16A SEC16B SEC23A SEC23IP SEC24A SEC24B SEC24C SEC24D SEC31A SEC61A1 SEC62 SEC63 SEH1L SEMA5A SERINC1 SERPINE2 SET SETD1A SETD1B SETD2 SETD3 SETD5 SETD6 SETDB1 SETDB2 SETX SF1 SFMBT1 SFPQ SFSWAP SGCD SH3D19 SH3GLB1 SH3KBP1 SHANK2 SHC1 SHMT2 SHPRH SHROOM2 SHROOM3 SHROOM4 SHTN1 SIGMAR1 SIPA1L1 SIPA1L3 SIRT1 SIRT7 SKAP1 SKI SKP1A SLAIN2 SLC11A2 SLC12A2 SLC12A7 SLC16A1 SLC25A4 SLC2A1 SLC4A5 SLC9A1 SLK SLMAP SLU7 SLX4 SMAD2 SMAD3 SMAD4 SMARCA2 SMARCA4 SMARCA5 SMARCAD1 SMARCB1 SMARCC1 SMARCC2 SMARCD2 SMARCE1 SMC1A SMC1B SMC2 SMC3 SMC4 SMC5 SMC6 SMCHD1 SMN1 SMOC2 SMURF1 SMYD3 SNAI1 SNAP23 SNAP29 SNAPIN SNPH SNRPC SNRPD1 SNRPD3 SNRPF SNX11 SNX2 SNX9 SOAT1 SOD1 SOD2 SON SORBS1 SORBS2 SPAG16 SPAG5 SPAM1 SPAST SPC25 SPDL1 SPECC1L SPG11 SPG20 SPICE1 SPIN1 SPINT2 SPIRE1 SPIRE2 SPRY1 SPTAN1 SPTBN1 SPTY2D1 SQSTM1 SRF SRGN SRP14 SRP19 SRP68 SRP72 SRP9 SRPK2 SRPR SRSF1 SRSF10 SS18 SS18L1 SSBP3 SSH1 SSNA1 SSR3 SSX2IP ST13 STAG2 STAT3 STK11 STK25 STK36 STMN1 STOM STOML2 STRADA STRADB STRAP STRIP1 STRIP2 STRN STX12 STX17 STX18 STX5A STX6 STX7 STX8 STXBP1 STXBP5 SUDS3 SULF2 SUMO1 SUN1 SUPT7L SUPV3L1 SURF1 SURF4 SUV39H2 SUZ12 SWAP70 SYBU SYCE2 SYCP1 SYCP2 SYCP3 SYNE2 SYNE3 SYNGR2 SYNJ1 SYT1 SYT11 SYT7 SYTL2 TACC1 TACC2 TACC3 TADA1 TADA2A TADA3 TAF1 TAF10 TAF12 TAF1B TAF6L TAF9 TANC1 TAOK2 TAPT1 TARBP2 TARDBP TAZ TBC1D23 TBCA TBL1XR1 TBP TBPL1 TCF3 TCL1 TCOF1 TCTN2 TDRD12 TDRD3 TDRD5 TDRD9 TDRKH TERF1 TERF2 TERT TESC TESK2 TET3 TEX11 TEX12 TEX14 TEX15 TEX19.1 TFB2M TFIP11 TGFB2 TGFB3 TGFBR3 TGFBRAP1 THOC2 TIAM1 TIMM21 TIMM50 TIMM9 TINF2 TJAP1 TK1 TLK1 TLK2 TLN1 TLN2 TM9SF4 TMCC1 TMED10 TMED5 TMED9 TMEM107 TMEM108 TMEM11 TMEM123 TMEM135 TMEM150A TMEM175 TMEM199 TMEM201 TMEM216 TMEM231 TMEM237 TMEM67 TMEM70 TMF1 TMOD3 TMSB10 TNFAIP1 TNFSF11 TNIK TNKS TNKS2 TOMM22 TOP1 TOP2A TOP2B TOP3A TOR1A TOR1AIP1 TOR2A TPX2 TRA2B TRAF3IP1 TRAK1 TRAPPC10 TRAPPC11 TRAPPC4 TRAPPC6A TRAPPC8 TRIAP1 TRIM27 TRIM28 TRIM32 TRIM36 TRIM37 TRIOBP TRIP11 TRMT10C TRMT5 TRNT1 TRP53 TRP53BP1 TRP53INP2 TRP63 TRP73 TRPA1 TRPM7 TRPS1 TRRAP TSC1 TSC2 TSG101 TSGA10 TSPAN14 TSPAN5 TSPYL1 TSPYL2 TSPYL4 TSR1 TSR3 TTC17 TTC7B TTC8 TTLL5 TTN TUBB5 TUBG1 TUBG2 TUBGCP5 TWF1 TWF2 TXNRD1 TYSND1 UBB UBE2A UBE2B UBE2C UBE2E1 UBE2K UBE2N UBE2S UBE4B UBN1 UBQLN1 UBR2 UCHL1 UHMK1 UHRF1 UIMC1 ULK1 UNC13B UNC13C UNC5A UNK UPF1 UQCC1 UQCRH USO1 USP15 USP16 USP21 USP22 USP3 USP30 USP33 USP39 USP4 USP7 USP8 UTP14A UTP15 UTP3 UTRN UVRAG UXS1 VAMP3 VAMP8 VAPA VCL VCP VCPIP1 VIL1 VIM VIPAS39 VMA21 VMP1 VPS11 VPS13C VPS33B VPS35 VPS39 VPS41 VPS4A VPS4B VPS72 VPS8 VRK1 VTA1 VTI1A VWA2 WAC WASF1 WASF2 WASF3 WASL WDHD1 WDR1 WDR19 WDR43 WDR5 WDR61 WDR62 WDR73 WDR75 WDR82 WDTC1 WEE2 WHAMM WHRN WIZ WRN XPC XPO1 XRCC2 XRCC3 XRCC6 XRN1 YAP1 YEATS4 YTHDC1 YWHAB YWHAZ ZBTB1 ZFAND6 ZFP148 ZFP207 ZFP335 ZFP385A ZFP703 ZFP830 ZFYVE9 ZMIZ1 ZMPSTE24 ZMYM3 ZMYM4 ZMYM6 ZMYND11 ZMYND8 ZNHIT6 ZRANB1 ZRANB3 ZRSR2 ZW10 ZWINT
GO:0071847	TNFSF11-mediated signaling pathway	TJP2 TNFSF11
GO:0071848	positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling	TNFSF11
GO:0071850	mitotic cell cycle arrest	DDIAS GADD45GIP1 MAGI2 MCPH1 PNPT1 TRP53
GO:0071855	neuropeptide receptor binding	GNAS
GO:0071863	regulation of cell proliferation in bone marrow	LEF1
GO:0071864	positive regulation of cell proliferation in bone marrow	LEF1
GO:0071865	regulation of apoptotic process in bone marrow	HSPD1 LEF1
GO:0071866	negative regulation of apoptotic process in bone marrow	HSPD1 LEF1
GO:0071867	response to monoamine	ATF4 ATP2B4 DNM2 GNAS MAPK1 MAPK3 NOS1 SLC9A1
GO:0071868	cellular response to monoamine stimulus	ATF4 ATP2B4 DNM2 GNAS MAPK1 MAPK3 NOS1 SLC9A1
GO:0071869	response to catecholamine	ATF4 ATP2B4 DNM2 GNAS MAPK1 MAPK3 NOS1 SLC9A1
GO:0071870	cellular response to catecholamine stimulus	ATF4 ATP2B4 DNM2 GNAS MAPK1 MAPK3 NOS1 SLC9A1
GO:0071871	response to epinephrine	ATP2B4 NOS1 SLC9A1
GO:0071872	cellular response to epinephrine stimulus	ATP2B4 NOS1 SLC9A1
GO:0071875	adrenergic receptor signaling pathway	ADCY9 AKAP13 CHGA GNAS RAPGEF2
GO:0071877	regulation of adrenergic receptor signaling pathway	ATP2B4 GSK3A NOS1 RGS2
GO:0071878	negative regulation of adrenergic receptor signaling pathway	ATP2B4
GO:0071879	positive regulation of adrenergic receptor signaling pathway	GSK3A NOS1
GO:0071880	adenylate cyclase-activating adrenergic receptor signaling pathway	ADCY9 CHGA GNAS RAPGEF2
GO:0071887	leukocyte apoptotic process	AKT1 DNAJA3 GLI3 KDELR1 RIPK1 RPS6 SIVA1
GO:0071889	14-3-3 protein binding	AKT1 DDIT4 KCNH1 KIF13B KSR1 NEK1 PPP1R12A SRPK2 TBC1D22B TSC2 YWHAQ ZFP36
GO:0071894	histone H2B conserved C-terminal lysine ubiquitination	WAC
GO:0071895	odontoblast differentiation	LEF1
GO:0071896	protein localization to adherens junction	DLG5
GO:0071897	DNA biosynthetic process	DTL LIG1 LIG3 LIG4 LIN9 PCNA PHB POLB POLE POLI POLK POLL REV1 REV3L SIRT1 SPRTN SYCP1 SYCP3 TERT TEX12 TK1 TK2 VCP WRN WRNIP1 ZBTB1
GO:0071898	regulation of estrogen receptor binding	LEF1 RUVBL2
GO:0071899	negative regulation of estrogen receptor binding	LEF1 RUVBL2
GO:0071900	regulation of protein serine/threonine kinase activity	ABL1 ACSL1 ADAM17 AKAP13 AKT1 APC ATP2B4 AXIN1 BCCIP BLM CAB39 CCNB1 CCNB3 CCNL1 CDC6 CDK12 CDK5RAP1 CHORDC1 CIB1 CNPPD1 COPS8 CSK DAB2 DDX3X DNAJA1 DUSP1 DUSP10 DUSP19 DUSP7 DVL2 DVL3 EGF EGFR EPHA4 ERCC6 ERN1 ERP29 ETAA1 EZH2 FBXO7 FGFR1 GRM4 GSTP1 GTPBP4 HEXIM2 HGS HHEX HIGD1A HMGCR HSP90AB1 INPPL1 IQGAP1 IQGAP3 KARS KIT KRAS LATS1 LMNB1 LRP5 LRP6 LYN MADD MAGI3 MAP2K1 MAP2K4 MAP3K10 MAP3K11 MAP3K4 MAP3K5 MAP4K2 MAPK8IP3 MIF MNAT1 MOS MUC20 MUL1 NF1 NOD2 NPFFR2 NUP62 PAK1 PDCD10 PIM1 PLCE1 PLK1 PPP2CA PRDX2 PRKAR1A PRKAR2A PRKAR2B PSEN1 PSMD10 PSRC1 PTPN11 PTPN22 PTPRJ PXN RAPGEF2 RGS2 RHOA ROBO1 RPS3 SASH1 SHC1 SIRT1 SMPD1 SOD1 SORL1 SPRED2 SPRY1 SPRY4 STK11 STK38 TAOK3 TCL1 TGFB3 TIAM1 TNFSF11 TRAF4 TRAF7 TRP73 TSC2 TSG101 UCHL1 UVRAG WEE2
GO:0071901	negative regulation of protein serine/threonine kinase activity	ABL1 APC CDK5RAP1 CHORDC1 DNAJA1 DUSP1 DUSP10 DUSP19 DUSP7 FBXO7 GSTP1 HEXIM2 HHEX HMGCR INPPL1 LATS1 LRP5 LRP6 LYN NF1 NUP62 PLK1 PRKAR1A PRKAR2A PRKAR2B PTPN22 PTPRJ RGS2 SIRT1 SMPD1 SORL1 SPRED2 SPRY1 SPRY4 STK38 TRP73 TSC2 UCHL1 WEE2
GO:0071902	positive regulation of protein serine/threonine kinase activity	ACSL1 ADAM17 AKAP13 AKT1 ATP2B4 AXIN1 CAB39 CCNB1 CDC6 CIB1 COPS8 CSK DAB2 DDX3X DUSP19 DVL2 DVL3 EGF EGFR EPHA4 ERCC6 ERN1 ERP29 ETAA1 EZH2 FGFR1 GRM4 HIGD1A HSP90AB1 IQGAP1 IQGAP3 KARS KIT KRAS LMNB1 MADD MAGI3 MAP2K1 MAP2K4 MAP3K10 MAP3K11 MAP3K4 MAP3K5 MAP4K2 MAPK8IP3 MIF MNAT1 MOS MUC20 MUL1 NOD2 PAK1 PDCD10 PIM1 PLCE1 PPP2CA PRDX2 PSEN1 PSMD10 PSRC1 PTPN11 PXN RAPGEF2 RHOA ROBO1 RPS3 SASH1 SHC1 SIRT1 SOD1 STK11 TAOK3 TCL1 TGFB3 TIAM1 TNFSF11 TRAF4 TRAF7 TRP73
GO:0071907	determination of digestive tract left/right asymmetry	MEGF8 NPHP3
GO:0071908	determination of intestine left/right asymmetry	NPHP3
GO:0071909	determination of stomach left/right asymmetry	NPHP3
GO:0071910	determination of liver left/right asymmetry	NPHP3
GO:0071920	cleavage body	CSTF2 DDX1
GO:0071921	cohesin localization to chromatin	NIPBL
GO:0071922	regulation of cohesin localization to chromatin	CDCA5 HDAC8 RB1
GO:0071929	alpha-tubulin acetylation	ATAT1 KAT2A
GO:0071930	negative regulation of transcription involved in G1/S transition of mitotic cell cycle	E2F1 RB1
GO:0071931	positive regulation of transcription involved in G1/S transition of mitotic cell cycle	ESRRB
GO:0071933	Arp2/3 complex binding	AP1AR CORO1B CTTN GMFB IQGAP2 SNX9 WHAMM
GO:0071936	coreceptor activity involved in Wnt signaling pathway	LRP5 LRP6
GO:0071938	vitamin A transport	STRA6L
GO:0071939	vitamin A import	STRA6L
GO:0071941	nitrogen cycle metabolic process	ARG2 CPS1 HTT SUOX
GO:0071942	XPC complex	CETN2 RAD23B XPC
